koyAdi,adaNo,parselNo,alanKm
ÇAYLI,143,19,0.147
ÇAYLI,143,22,3.513
ÇAYLI,143,23,1.907
ÇAYLI,143,26,3.22
ÇAYLI,143,28,0.539
ÇAYLI,143,30,0.617
ÇAYLI,143,31,4.599
ÇAYLI,143,31,4.599
ÇAYLI,143,32,2.495
ÇAYLI,143,35,22.563
ÇOBANLAR,110,2,8.867
ÇOBANLAR,110,3,2.108
ÇOBANLAR,110,5,13.327
ÇOBANLAR,110,5,13.327
ÇOBANLAR,110,6,7.222
ÇOBANLAR,110,6,7.222
ÇOBANLAR,110,7,11.856
ÇOBANLAR,110,9,8.005
ÇOBANLAR,110,10,13.078
ÇOBANLAR,110,11,12.699
ÇOBANLAR,110,12,3.585
ÇOBANLAR,110,13,11.235
ÇOBANLAR,110,13,11.235
ÇOBANLAR,110,14,13.428
ÇOBANLAR,110,15,19.103
ÇOBANLAR,110,16,18.294
ÇOBANLAR,110,17,3.241
ÇOBANLAR,110,20,2.333
ÇOBANLAR,110,21,4.284
ÇOBANLAR,110,22,6.231
ÇOBANLAR,110,23,2.379
ÇOBANLAR,110,24,1.504
ÇOBANLAR,110,27,2.092
ÇOBANLAR,110,30,11.214
ÇOBANLAR,110,32,3.662
ÇOBANLAR,110,33,24.183
ÇOBANLAR,110,47,3.23
ÇOBANLAR,110,48,8.649
ÇOBANLAR,110,49,14.004
ÇOBANLAR,110,50,16.523
ÇOBANLAR,110,51,3.507
ÇOBANLAR,110,88,2.791
ÇOBANLAR,110,90,5.012
ÇOBANLAR,110,94,7.479
ÇOBANLAR,112,7,15.788
ÇOBANLAR,112,55,7.204
ÇOBANLAR,113,6,1.275
ÇOBANLAR,113,52,4.208
ÇOBANLAR,113,119,7.364
ÇOBANLAR,113,149,1.799
ÇOBANLAR,113,155,6.89
ÇOBANLAR,113,156,6.008
ÇOBANLAR,115,1,8.666
ÇOBANLAR,115,2,9.018
ÇOBANLAR,115,3,13.765
ÇOBANLAR,115,4,3.503
ÇOBANLAR,115,5,37.486
ÇOBANLAR,115,6,38.972
ÇOBANLAR,115,7,37.804
ÇOBANLAR,115,8,1.86
ÇOBANLAR,115,15,8.403
ÇOBANLAR,115,19,14.189
ÇOBANLAR,115,21,5.013
ÇOBANLAR,115,22,10.457
ÇOBANLAR,115,22,10.457
ÇOBANLAR,115,22,10.457
ÇOBANLAR,115,23,9.098
ÇOBANLAR,115,24,15.053
ÇOBANLAR,115,30,13.304
ÇOBANLAR,115,30,13.304
ÇOBANLAR,115,34,9.317
ÇOBANLAR,115,35,15.804
ÇOBANLAR,115,42,3.598
ÇOBANLAR,115,47,4.777
ÇOBANLAR,115,47,4.777
ÇOBANLAR,115,47,4.777
ÇOBANLAR,115,63,6.883
ÇOBANLAR,115,65,7.59
ÇOBANLAR,115,66,4.04
ÇOBANLAR,115,68,4.044
ÇOBANLAR,115,69,5.255
ÇOBANLAR,115,73,4.316
ÇOBANLAR,115,74,3.426
ÇOBANLAR,115,76,15.645
ÇOBANLAR,115,81,3.384
ÇOBANLAR,115,86,1.073
ÇOBANLAR,115,88,2.934
ÇOBANLAR,115,93,7.109
ÇOBANLAR,115,98,6.138
ÇOBANLAR,115,106,0.264
ÇOBANLAR,115,108,5.071
ÇOBANLAR,115,110,7.977
ÇOBANLAR,115,116,3.145
ÇOBANLAR,115,120,20.06
ÇOBANLAR,115,123,20.151
ÇOBANLAR,115,125,6.456
ÇOBANLAR,115,127,6.44
ÇOBANLAR,115,128,6.062
ÇOBANLAR,115,129,2.982
ÇOBANLAR,115,132,6.413
ÇOBANLAR,115,132,6.413
ÇOBANLAR,116,5,5.203
ÇOBANLAR,117,1,4.414
ÇOBANLAR,117,2,5.599
ÇOBANLAR,117,3,9.608
ÇOBANLAR,117,4,10.578
ÇOBANLAR,117,4,10.578
ÇOBANLAR,117,7,0.801
ÇOBANLAR,117,11,30.0
ÇOBANLAR,117,13,5.626
ÇOBANLAR,117,14,10.529
ÇOBANLAR,117,18,18.03
ÇOBANLAR,119,2,12.212
ÇOBANLAR,119,4,9.56
ÇOBANLAR,119,5,22.522
ÇOBANLAR,119,6,2.55
ÇOBANLAR,119,8,40.109
ÇOBANLAR,119,9,20.369
ÇOBANLAR,119,10,5.879
ÇOBANLAR,119,11,17.139
ÇOBANLAR,119,12,12.662
ÇOBANLAR,119,18,3.496
ÇOBANLAR,119,19,3.569
ÇOBANLAR,119,20,6.072
ÇOBANLAR,119,21,20.499
ÇOBANLAR,119,23,40.405
ÇOBANLAR,119,23,40.405
ÇOBANLAR,119,25,9.879
ÇOBANLAR,119,26,19.707
ÇOBANLAR,119,27,2.498
ÇOBANLAR,119,29,5.694
ÇOBANLAR,119,32,26.77
ÇOBANLAR,119,32,26.77
ÇOBANLAR,122,18,19.559
ÇOBANLAR,122,19,6.434
ÇOBANLAR,122,20,16.376
ÇOBANLAR,122,23,19.059
ÇOBANLAR,122,24,31.412
ÇOBANLAR,122,25,15.022
ÇOBANLAR,122,26,6.029
ÇOBANLAR,122,26,6.029
ÇOBANLAR,122,27,20.755
ÇOBANLAR,122,27,20.755
ÇOBANLAR,122,28,15.417
ÇOBANLAR,122,29,5.89
ÇOBANLAR,122,30,5.123
ÇOBANLAR,122,31,57.127
ÇOBANLAR,122,32,1.155
ÇOBANLAR,122,34,2.201
ÇOBANLAR,122,35,1.25
ÇOBANLAR,122,36,4.744
ÇOBANLAR,122,37,23.673
ÇOBANLAR,122,38,6.18
ÇOBANLAR,122,39,6.967
ÇOBANLAR,122,40,1.5
ÇOBANLAR,122,41,8.049
ÇOBANLAR,122,43,10.521
ÇOBANLAR,122,44,6.664
ÇOBANLAR,122,45,23.963
ÇOBANLAR,122,46,4.092
ÇOBANLAR,122,48,17.423
ÇOBANLAR,122,48,17.423
ÇOBANLAR,122,49,7.532
ÇOBANLAR,122,50,21.566
ÇOBANLAR,122,51,16.513
ÇOBANLAR,122,52,4.897
ÇOBANLAR,122,53,25.344
ÇOBANLAR,122,55,5.791
ÇOBANLAR,122,56,8.636
ÇOBANLAR,122,58,6.719
ÇOBANLAR,122,60,12.293
ÇOBANLAR,122,61,33.319
ÇOBANLAR,122,61,33.319
ÇOBANLAR,122,62,3.85
ÇOBANLAR,122,63,4.798
ÇOBANLAR,122,64,12.742
ÇOBANLAR,122,66,6.345
ÇOBANLAR,122,68,16.683
ÇOBANLAR,122,68,16.683
ÇOBANLAR,122,69,22.083
ÇOBANLAR,122,71,4.775
ÇOBANLAR,122,72,6.74
ÇOBANLAR,122,73,9.154
ÇOBANLAR,122,74,3.332
ÇOBANLAR,122,76,5.469
ÇOBANLAR,122,77,9.156
ÇOBANLAR,122,79,3.03
ÇOBANLAR,122,80,3.809
ÇOBANLAR,122,81,4.636
ÇOBANLAR,122,82,8.472
ÇOBANLAR,122,84,5.223
ÇOBANLAR,122,86,9.817
ÇOBANLAR,123,4,1.66
ÇOBANLAR,123,8,5.612
ÇOBANLAR,123,28,4.402
ÇOBANLAR,123,35,6.737
DEREBAŞI,105,10,0.539
DEREBAŞI,106,1,3.007
DEREBAŞI,111,14,0.848
DEREBAŞI,114,3,10.511
DEREBAŞI,116,3,3.955
DEREBAŞI,116,4,0.823
DEREBAŞI,117,1,17.767
DEREBAŞI,117,2,13.226
DEREBAŞI,117,3,12.629
DEREBAŞI,120,2,0.151
DEREBAŞI,120,6,2.974
DEREBAŞI,122,5,8.037
DEREBAŞI,126,19,3.288
DEREBAŞI,126,65,1.054
DEREBAŞI,131,12,5.915
DEREBAŞI,131,21,3.923
DEREBAŞI,136,5,0.514
DEREBAŞI,136,44,1.983
DEREBAŞI,138,30,2.215
DEREBAŞI,139,1,11.067
DEREBAŞI,139,2,24.012
DEREBAŞI,139,25,4.256
DEREBAŞI,139,27,3.032
DEREBAŞI,139,29,0.614
DEREBAŞI,140,1,17.772
DEREBAŞI,140,2,6.474
DEREBAŞI,140,4,0.823
DEREBAŞI,140,5,0.849
DEREBAŞI,140,9,25.866
DEREBAŞI,140,10,6.604
DEREBAŞI,140,12,4.102
DEREBAŞI,140,13,4.388
DEREBAŞI,140,14,6.441
DEREBAŞI,140,15,5.477
DEREBAŞI,140,16,3.241
DEREBAŞI,140,17,12.425
DEREBAŞI,140,18,0.632
DEREBAŞI,140,19,1.929
DEREBAŞI,140,23,23.694
DEREBAŞI,140,25,2.548
DEREBAŞI,140,26,2.563
DEREBAŞI,140,27,2.705
DEREBAŞI,140,29,3.958
DEREBAŞI,140,31,3.819
DEREBAŞI,140,32,3.807
DEREBAŞI,140,34,10.016
DEREBAŞI,140,36,7.043
DEREBAŞI,140,39,6.89
DEREBAŞI,140,41,17.675
DEREBAŞI,140,43,3.199
DEREBAŞI,140,44,0.982
DEREBAŞI,140,45,2.067
DEREBAŞI,140,48,2.774
DEREBAŞI,140,49,2.607
DEREBAŞI,140,50,0.45
DEREBAŞI,140,52,0.565
DEREBAŞI,140,53,1.135
DEREBAŞI,140,54,0.268
DEREBAŞI,140,57,0.542
DEREBAŞI,140,58,0.266
DEREBAŞI,140,59,1.836
DEREBAŞI,140,60,6.386
DEREBAŞI,140,61,0.789
DEREBAŞI,140,64,0.713
DEREBAŞI,140,65,1.883
DEREBAŞI,140,66,3.288
DEREBAŞI,140,67,2.478
DEREBAŞI,140,69,6.353
DEREBAŞI,140,70,5.755
DEREBAŞI,140,72,0.319
DEREBAŞI,140,73,0.703
DEREBAŞI,140,74,9.313
DEREBAŞI,140,90,1.709
DEREBAŞI,140,91,1.59
DEREBAŞI,140,142,1.742
DEREBAŞI,140,143,3.554
DEREBAŞI,140,145,5.153
DEREBAŞI,140,146,30.289
DEREBAŞI,140,146,30.289
DEREBAŞI,140,147,5.796
DEREBAŞI,140,148,0.7
DEREBAŞI,140,257,0.667
DEREBAŞI,140,394,3.198
DEREBAŞI,140,396,3.753
DEREBAŞI,142,11,3.902
DEREBAŞI,142,15,3.031
DEREBAŞI,142,19,0.837
DEREBAŞI,142,21,0.728
DEREBAŞI,142,38,1.908
DEREBAŞI,146,2,7.082
DEREBAŞI,146,12,6.018
DEREBAŞI,146,13,2.783
DEREBAŞI,146,14,1.882
DEREBAŞI,146,16,2.946
DEREBAŞI,146,17,2.323
DEREBAŞI,146,42,2.627
DEREBAŞI,146,46,1.995
DEREBAŞI,146,98,14.43
DEREBAŞI,149,8,4.336
DEREBAŞI,149,9,4.112
DEREBAŞI,149,12,1.808
DEREBAŞI,149,13,1.861
DEREBAŞI,149,32,6.63
DEREBAŞI,150,1,0.965
DEREBAŞI,150,2,1.101
DEREBAŞI,150,14,2.353
DEREBAŞI,150,15,7.318
DEREBAŞI,150,41,4.881
DEREBAŞI,150,45,2.233
DEREBAŞI,150,49,5.656
DEREBAŞI,150,50,5.024
DEREBAŞI,150,65,5.878
DEREBAŞI,150,65,5.878
DEREBAŞI,153,1,22.705
DEREBAŞI,153,2,7.357
DEREBAŞI,153,3,1.262
DEREBAŞI,153,4,18.231
DEREBAŞI,153,4,18.231
DEREBAŞI,153,5,6.264
DEREBAŞI,153,6,2.341
DEREBAŞI,153,7,2.451
DEREBAŞI,153,10,0.932
DEREBAŞI,153,12,1.227
DEREBAŞI,153,18,1.151
DEREBAŞI,153,19,0.492
DEREBAŞI,153,21,1.262
DEREBAŞI,153,22,0.308
DEREBAŞI,153,24,3.118
DEREBAŞI,153,28,8.669
DEREBAŞI,153,29,6.969
DEREBAŞI,153,30,5.887
DEREBAŞI,153,35,0.479
DEREBAŞI,153,36,1.075
DEREBAŞI,153,37,0.693
DEREBAŞI,153,39,5.216
DEREBAŞI,153,43,1.989
DEREBAŞI,153,44,0.565
DEREBAŞI,153,45,3.577
DEREBAŞI,154,8,14.709
DEREBAŞI,154,8,14.709
DEREBAŞI,154,18,1.376
DEREBAŞI,154,20,1.393
DEREBAŞI,154,21,1.538
DEREBAŞI,154,22,0.88
DEREBAŞI,154,25,4.778
DEREBAŞI,154,26,1.612
DEREBAŞI,154,27,2.105
DEREBAŞI,154,28,4.442
DEREBAŞI,154,29,2.593
DEREBAŞI,154,30,4.789
DEREBAŞI,154,31,2.308
DEREBAŞI,154,36,11.403
DEREBAŞI,154,43,4.278
DEREBAŞI,154,44,1.504
DEREBAŞI,154,45,2.844
