koyAdi,adaNo,parselNo,alanKm
DEREBAŞI,161,13,1.101
DEREBAŞI,161,15,4.001
DEREBAŞI,161,17,0.44
DEREBAŞI,161,19,2.795
DEREBAŞI,161,24,0.424
DEREBAŞI,161,27,1.523
DEREBAŞI,161,30,8.936
DEREBAŞI,161,31,0.13
DEREBAŞI,161,33,0.72
DEREBAŞI,161,35,1.501
DEREBAŞI,161,37,3.758
DEREBAŞI,161,42,0.772
DEREBAŞI,161,49,18.212
DEREBAŞI,161,51,8.68
DEREBAŞI,161,52,16.846
DEREBAŞI,161,53,10.19
DEREBAŞI,161,54,0.311
DEREBAŞI,161,55,7.062
DEREBAŞI,161,56,4.444
DEREBAŞI,161,58,7.754
DEREBAŞI,161,60,2.333
DEREBAŞI,161,61,3.359
DEREBAŞI,161,63,0.178
DEREBAŞI,161,64,0.273
DEREBAŞI,161,65,11.706
DEREBAŞI,161,66,7.042
DEREBAŞI,161,69,4.388
DEREBAŞI,161,71,0.38
DEREBAŞI,161,72,1.673
DEREBAŞI,162,1,6.192
DEREBAŞI,162,6,4.283
DEREBAŞI,162,10,0.559
DEREBAŞI,163,5,14.083
DEREBAŞI,163,6,25.95
DEREBAŞI,163,9,2.527
DEREBAŞI,163,11,13.66
DEREBAŞI,163,13,2.826
DEREBAŞI,163,14,15.937
DEREBAŞI,163,15,27.32
DEREBAŞI,163,21,18.915
DEREBAŞI,163,25,47.566
DEREBAŞI,163,26,15.011
DEREBAŞI,163,27,13.637
DEREBAŞI,163,29,25.9
DEREBAŞI,163,30,2.331
DEREBAŞI,163,31,4.453
DEREBAŞI,163,32,1.916
DEREBAŞI,163,33,0.246
DEREBAŞI,163,35,36.75
DEREBAŞI,164,7,2.271
DEREBAŞI,165,1,0.185
DEREBAŞI,165,7,18.663
DEREBAŞI,165,10,14.383
DEREBAŞI,165,11,6.257
DEREBAŞI,165,13,14.116
DEREBAŞI,165,15,17.581
DEREBAŞI,165,16,3.443
DEREBAŞI,165,19,1.805
DEREBAŞI,166,1,6.206
DEREBAŞI,166,2,8.376
DEREBAŞI,166,3,7.766
DEREBAŞI,166,4,5.945
DEREBAŞI,166,10,15.551
DEREBAŞI,166,11,1.0
DEREBAŞI,166,12,1.769
DEREBAŞI,166,13,0.951
DEREBAŞI,166,14,8.71
DEREBAŞI,166,15,7.371
DEREBAŞI,166,17,2.6
DEREBAŞI,166,18,2.853
DEREBAŞI,166,19,2.238
DEREBAŞI,166,20,2.501
DEREBAŞI,166,21,2.824
DEREBAŞI,166,22,5.868
DEREBAŞI,166,23,31.346
DEREBAŞI,166,24,5.552
DEREBAŞI,166,25,3.707
DEREBAŞI,166,26,0.224
DEREBAŞI,166,27,0.337
DEREBAŞI,166,28,1.073
DEREBAŞI,166,29,4.443
DEREBAŞI,166,30,2.671
DEREBAŞI,166,33,2.921
DEREBAŞI,166,34,6.173
DEREBAŞI,166,35,17.034
DEREBAŞI,166,37,2.446
DEREBAŞI,166,38,3.896
DEREBAŞI,166,40,1.314
DEREBAŞI,166,41,1.19
DEREBAŞI,166,42,0.715
DEREBAŞI,166,44,2.098
DEREBAŞI,166,45,2.692
DEREBAŞI,166,46,1.433
DEREBAŞI,166,47,2.124
DEREBAŞI,166,51,15.631
DEREBAŞI,166,55,2.093
DEREBAŞI,166,56,6.372
DEREBAŞI,166,57,5.735
DEREBAŞI,166,58,0.534
DEREBAŞI,166,59,11.261
DEREBAŞI,166,61,13.888
DEREBAŞI,166,62,7.339
DEREBAŞI,166,63,1.243
DEREBAŞI,166,65,2.114
DEREBAŞI,166,67,2.091
DEREBAŞI,166,68,1.706
DEREBAŞI,166,69,9.207
DEREBAŞI,166,70,8.808
DEREBAŞI,166,71,3.658
DEREBAŞI,166,72,14.32
DEREBAŞI,166,75,2.614
DEREBAŞI,166,79,2.513
DEREBAŞI,166,80,1.223
DEREBAŞI,166,83,1.718
DEREBAŞI,166,84,20.388
DEREBAŞI,166,85,12.924
DEREBAŞI,166,88,1.605
ESENTEPE,101,2,2.534
ESENTEPE,101,3,0.227
ESENTEPE,101,3,0.227
ESENTEPE,101,11,1.792
ESENTEPE,101,14,0.276
ESENTEPE,101,17,0.371
ESENTEPE,101,19,0.615
ESENTEPE,101,24,1.141
ESENTEPE,101,25,3.206
ESENTEPE,101,30,7.697
ESENTEPE,101,32,3.866
ESENTEPE,101,33,2.711
ESENTEPE,101,38,6.132
ESENTEPE,101,39,1.714
ESENTEPE,101,40,2.119
ESENTEPE,101,48,4.523
ESENTEPE,101,49,5.834
ESENTEPE,101,50,2.984
ESENTEPE,101,52,2.302
ESENTEPE,101,54,2.59
ESENTEPE,101,64,2.95
ESENTEPE,101,65,4.036
ESENTEPE,101,66,0.867
ESENTEPE,101,73,1.952
ESENTEPE,101,74,0.53
ESENTEPE,101,77,0.634
ESENTEPE,101,78,0.9
ESENTEPE,101,80,1.279
ESENTEPE,101,81,0.949
ESENTEPE,101,83,0.75
ESENTEPE,101,84,0.93
ESENTEPE,101,85,0.97
ESENTEPE,101,86,2.283
ESENTEPE,101,87,1.552
ESENTEPE,101,89,4.396
ESENTEPE,101,90,3.277
ESENTEPE,101,91,2.732
ESENTEPE,101,98,3.904
ESENTEPE,101,99,10.811
ESENTEPE,101,100,3.989
ESENTEPE,101,103,2.32
ESENTEPE,101,104,1.184
ESENTEPE,101,107,1.284
ESENTEPE,101,109,3.55
ESENTEPE,101,110,2.063
ESENTEPE,101,111,3.657
ESENTEPE,101,113,3.599
ESENTEPE,101,114,1.999
ESENTEPE,101,116,7.02
ESENTEPE,102,5,1.955
ESENTEPE,102,6,4.87
ESENTEPE,102,8,3.159
ESENTEPE,102,9,2.605
ESENTEPE,102,12,1.53
ESENTEPE,102,13,3.151
ESENTEPE,102,14,2.5
ESENTEPE,102,15,0.871
ESENTEPE,102,18,4.3
ESENTEPE,102,23,3.113
ESENTEPE,102,33,2.637
ESENTEPE,102,34,3.778
ESENTEPE,102,38,5.11
ESENTEPE,102,39,9.171
ESENTEPE,102,40,6.777
ESENTEPE,102,41,1.289
ESENTEPE,102,42,3.023
ESENTEPE,102,43,9.874
ESENTEPE,102,49,2.218
ESENTEPE,102,55,2.689
ESENTEPE,102,56,3.093
ESENTEPE,102,57,3.059
ESENTEPE,102,58,1.606
ESENTEPE,102,61,3.891
ESENTEPE,102,62,2.246
ESENTEPE,102,68,1.826
ESENTEPE,102,73,8.207
ESENTEPE,102,74,2.223
ESENTEPE,102,78,2.813
ESENTEPE,102,89,0.811
ESENTEPE,104,1,6.652
ESENTEPE,104,3,9.475
ESENTEPE,104,4,16.806
ESENTEPE,104,16,7.627
ESENTEPE,104,22,2.756
ESENTEPE,104,34,1.309
ESENTEPE,104,39,2.474
ESENTEPE,106,1,12.341
ESENTEPE,106,4,3.093
ESENTEPE,106,5,2.117
ESENTEPE,106,8,8.945
ESENTEPE,106,22,3.372
ESENTEPE,106,43,1.644
ESENTEPE,106,47,2.839
ESENTEPE,106,53,8.294
ESENTEPE,106,62,8.498
ESENTEPE,106,66,5.585
ESENTEPE,106,67,2.982
ESENTEPE,106,73,2.353
ESENTEPE,106,74,6.713
ESENTEPE,106,106,0.736
ESENTEPE,106,127,4.019
ESENTEPE,106,128,9.698
ESENTEPE,106,140,7.029
ESENTEPE,106,142,4.689
ESENTEPE,106,149,17.238
ESENTEPE,106,152,3.13
ESENTEPE,106,155,1.65
ESENTEPE,106,157,1.219
ESENTEPE,107,2,2.574
ESENTEPE,107,3,17.732
ESENTEPE,107,4,11.436
ESENTEPE,107,5,4.033
ESENTEPE,107,8,17.378
ESENTEPE,107,9,5.94
ESENTEPE,107,10,6.506
ESENTEPE,107,11,7.219
ESENTEPE,107,16,2.993
ESENTEPE,107,17,1.211
ESENTEPE,107,19,26.116
ESENTEPE,107,20,4.305
ESENTEPE,107,21,4.063
ESENTEPE,107,22,4.125
ESENTEPE,107,23,28.454
ESENTEPE,107,26,29.213
ESENTEPE,107,27,27.322
ESENTEPE,107,28,9.791
ESENTEPE,107,29,8.976
ESENTEPE,107,30,20.764
ESENTEPE,107,32,9.045
ESENTEPE,107,33,16.648
ESENTEPE,107,34,3.89
ESENTEPE,107,42,4.634
ESENTEPE,107,44,2.613
ESENTEPE,107,45,16.272
ESENTEPE,107,46,5.168
ESENTEPE,107,47,1.624
ESENTEPE,107,48,4.31
ESENTEPE,107,53,9.225
ESENTEPE,107,55,15.393
ESENTEPE,107,56,9.388
ESENTEPE,107,57,10.107
ESENTEPE,107,58,2.118
ESENTEPE,107,59,4.127
ESENTEPE,107,60,4.19
ESENTEPE,107,61,2.393
ESENTEPE,107,62,17.2
ESENTEPE,107,63,3.885
ESENTEPE,107,65,2.432
ESENTEPE,107,66,4.931
ESENTEPE,107,67,6.525
ESENTEPE,107,70,5.385
ESENTEPE,107,71,4.734
ESENTEPE,107,73,2.139
ESENTEPE,107,74,6.846
ESENTEPE,107,78,7.0
ESENTEPE,107,79,6.943
ESENTEPE,107,86,2.685
ESENTEPE,107,90,4.22
ESENTEPE,107,91,3.531
ESENTEPE,107,92,16.733
ESENTEPE,107,96,3.97
ESENTEPE,107,97,7.457
ESENTEPE,107,98,2.771
ESENTEPE,107,100,6.903
ESENTEPE,107,108,4.735
ESENTEPE,107,109,2.574
ESENTEPE,107,110,1.886
ESENTEPE,107,112,2.541
ESENTEPE,107,113,1.094
ESENTEPE,107,115,8.482
ESENTEPE,108,5,22.342
ESENTEPE,108,6,11.622
ESENTEPE,108,7,8.906
ESENTEPE,108,8,6.427
ESENTEPE,109,3,2.89
ESENTEPE,109,4,2.363
ESENTEPE,109,5,1.305
ESENTEPE,109,6,2.645
ESENTEPE,109,10,2.68
ESENTEPE,109,11,2.391
ESENTEPE,109,13,6.312
ESENTEPE,109,18,0.859
ESENTEPE,109,23,10.897
ESENTEPE,109,26,2.966
ESENTEPE,109,28,4.129
ESENTEPE,109,29,2.089
ESENTEPE,109,29,2.089
ESENTEPE,109,35,2.168
ESENTEPE,109,36,5.183
ESENTEPE,109,39,3.444
ESENTEPE,109,40,11.191
ESENTEPE,109,43,3.988
ESENTEPE,109,46,2.083
ESENTEPE,109,51,7.606
ESENTEPE,109,52,0.353
ESENTEPE,109,60,2.836
ESENTEPE,113,7,0.986
ESENTEPE,113,13,2.411
ESENTEPE,114,6,0.387
HASKÖY,0,2184,13.573
HASKÖY,101,2,5.329
HASKÖY,101,2,5.329
HASKÖY,101,3,5.738
HASKÖY,101,4,3.591
HASKÖY,101,5,5.113
HASKÖY,101,7,8.384
HASKÖY,101,8,15.26
HASKÖY,101,11,1.262
HASKÖY,101,12,59.396
HASKÖY,101,12,59.396
HASKÖY,101,12,59.396
HASKÖY,101,15,8.846
HASKÖY,101,16,7.108
HASKÖY,101,18,6.914
HASKÖY,101,21,37.73
HASKÖY,101,21,37.73
HASKÖY,101,22,8.969
HASKÖY,101,23,6.352
HASKÖY,101,25,10.065
HASKÖY,101,28,8.357
HASKÖY,101,28,8.357
HASKÖY,101,29,2.067
HASKÖY,101,29,2.067
HASKÖY,101,31,5.341
HASKÖY,101,32,6.704
HASKÖY,101,33,3.198
HASKÖY,101,34,2.414
HASKÖY,101,36,0.606
HASKÖY,101,40,4.808
HASKÖY,101,44,30.783
HASKÖY,101,50,8.859
HASKÖY,101,64,4.161
HASKÖY,101,65,11.09
HASKÖY,101,67,5.202
HASKÖY,101,75,8.203
HASKÖY,101,76,9.929
HASKÖY,101,79,4.486
HASKÖY,101,80,6.213
HASKÖY,101,82,12.218
HASKÖY,101,83,4.318
HASKÖY,101,84,3.823
HASKÖY,101,86,3.736
HASKÖY,101,91,3.907
HASKÖY,101,92,3.495
HASKÖY,103,1,0.476
HASKÖY,104,1,3.441
HASKÖY,104,3,2.554
HASKÖY,104,6,2.919
HASKÖY,104,19,2.413
HASKÖY,104,21,1.586
HASKÖY,104,21,1.586
HASKÖY,104,21,1.586
HASKÖY,104,21,1.586
HASKÖY,104,22,2.343
HASKÖY,104,26,40.448
HASKÖY,104,26,40.448
HASKÖY,104,32,0.757
HASKÖY,104,33,2.75
HASKÖY,104,35,1.896
HASKÖY,104,37,2.456
HASKÖY,105,3,1.504
HASKÖY,105,19,0.405
HASKÖY,106,1,2.553
HASKÖY,108,5,3.162
HASKÖY,108,6,2.121
HASKÖY,108,6,2.121
HASKÖY,108,7,1.423
HASKÖY,108,8,11.157
HASKÖY,108,10,2.074
HASKÖY,108,11,1.436
HASKÖY,108,16,1.368
HASKÖY,108,17,4.293
HASKÖY,109,2,3.421
HASKÖY,109,3,1.139
HASKÖY,109,4,3.435
HASKÖY,109,7,3.572
HASKÖY,113,2,1.924
HASKÖY,113,53,4.915
HASKÖY,113,55,3.968
HASKÖY,113,56,2.275
HASKÖY,113,62,1.998
HASKÖY,114,1,15.003
HASKÖY,114,1,15.003
HASKÖY,114,2,1.198
HASKÖY,114,3,0.227
HASKÖY,114,3,0.227
HASKÖY,114,6,3.104
HASKÖY,114,6,3.104
HASKÖY,114,8,3.933
HASKÖY,114,9,3.054
HASKÖY,114,11,15.225
HASKÖY,114,20,0.166
HASKÖY,115,1,6.092
HASKÖY,115,1,6.092
HASKÖY,115,3,0.979
HASKÖY,127,11,11.01
HASKÖY,194,1,1.657
HASKÖY,194,8,0.765
HASKÖY,195,3,0.989
HASKÖY,196,5,1.313
HASKÖY,196,6,1.89
HASKÖY,196,7,2.04
HASKÖY,196,18,2.399
HASKÖY,200,3,4.851
HASKÖY,200,4,1.142
HASKÖY,200,7,0.396
HASKÖY,200,8,5.132
HASKÖY,201,6,3.39
HASKÖY,201,8,2.822
HASKÖY,201,18,3.13
HASKÖY,202,3,1.926
HASKÖY,203,4,1.963
HASKÖY,203,8,1.288
HASKÖY,204,1,0.756
HASKÖY,208,2,5.172
HASKÖY,208,2,5.172
HASKÖY,208,3,5.003
HASKÖY,208,25,11.018
HASKÖY,208,38,3.885
HASKÖY,211,2,4.46
HASKÖY,211,5,0.697
HASKÖY,211,16,1.669
HAYDARLI,0,67,0.429
HAYDARLI,0,67,0.429
HAYDARLI,0,549,1.314
HAYDARLI,104,194,2.302
HAYDARLI,104,195,0.284
HAYDARLI,104,196,0.364
HAYDARLI,104,198,5.704
HAYDARLI,104,198,5.704
HAYDARLI,104,199,5.165
HAYDARLI,104,200,7.417
HAYDARLI,104,201,4.901
HAYDARLI,104,202,13.466
HAYDARLI,104,203,0.477
HAYDARLI,104,208,3.463
HAYDARLI,104,211,1.38
HAYDARLI,104,212,1.366
HAYDARLI,104,291,0.649
HAYDARLI,104,298,0.478
HAYDARLI,104,299,0.696
HAYDARLI,106,30,2.369
HAYDARLI,106,31,6.282
HAYDARLI,106,32,6.647
HAYDARLI,106,45,3.914
HAYDARLI,106,46,14.776
HAYDARLI,106,46,14.776
HAYDARLI,106,46,14.776
HAYDARLI,106,47,23.83
HAYDARLI,106,47,23.83
HAYDARLI,106,47,23.83
HAYDARLI,106,48,9.919
HAYDARLI,106,49,9.796
HAYDARLI,108,134,15.949
HAYDARLI,108,161,2.383
HAYDARLI,111,1,5.271
HAYDARLI,111,2,7.074
HAYDARLI,112,2,2.452
HAYDARLI,113,1,2.066
HAYDARLI,114,2,4.166
HAYDARLI,116,23,23.965
HAYDARLI,116,29,3.399
HAYDARLI,116,45,3.473
HAYDARLI,116,46,16.747
HAYDARLI,120,1,9.393
HAYDARLI,120,3,2.98
HAYDARLI,120,5,3.688
HAYDARLI,120,6,3.269
HAYDARLI,120,7,8.886
HAYDARLI,120,8,11.141
HAYDARLI,120,9,14.066
HAYDARLI,120,10,10.102
HAYDARLI,120,11,1.832
HAYDARLI,120,12,7.463
HAYDARLI,121,1,2.725
HAYDARLI,122,1,0.965
HAYDARLI,122,2,27.142
HAYDARLI,122,3,2.896
HAYDARLI,123,1,7.615
HAYDARLI,123,2,2.258
HAYDARLI,123,3,1.56
HAYDARLI,124,2,19.666
HAYDARLI,124,3,2.15
HAYDARLI,126,1,8.92
HAYDARLI,126,3,11.515
HAYDARLI,126,8,9.686
HAYDARLI,126,9,19.867
HAYDARLI,126,10,1.768
HAYDARLI,129,1,3.73
HAYDARLI,129,2,1.144
HAYDARLI,129,3,5.509
HAYDARLI,129,4,3.977
HAYDARLI,129,5,9.709
HAYDARLI,130,1,5.203
HAYDARLI,130,2,4.955
HAYDARLI,130,3,3.968
HAYDARLI,132,3,5.921
HAYDARLI,132,4,4.031
HAYDARLI,132,5,2.36
HAYDARLI,132,6,4.796
HAYDARLI,132,7,5.832
HAYDARLI,132,8,11.744
HAYDARLI,132,10,6.887
HAYDARLI,132,11,1.411
HİSARCIK,101,1,1.321
HİSARCIK,101,2,3.194
HİSARCIK,101,3,0.278
HİSARCIK,101,4,2.2
HİSARCIK,101,5,0.389
HİSARCIK,101,6,1.696
HİSARCIK,101,7,1.039
HİSARCIK,101,9,2.017
HİSARCIK,101,10,13.332
HİSARCIK,101,12,1.837
HİSARCIK,101,13,3.869
HİSARCIK,101,14,1.718
HİSARCIK,102,3,0.866
HİSARCIK,102,4,0.87
HİSARCIK,102,6,0.227
HİSARCIK,102,7,0.813
HİSARCIK,102,8,4.461
HİSARCIK,102,9,0.75
HİSARCIK,102,10,0.619
HİSARCIK,102,11,4.38
HİSARCIK,102,13,2.088
HİSARCIK,102,15,1.074
HİSARCIK,102,15,1.074
HİSARCIK,102,17,0.177
HİSARCIK,102,18,1.529
HİSARCIK,102,20,0.588
HİSARCIK,102,21,0.45
HİSARCIK,102,23,0.578
HİSARCIK,102,25,0.174
HİSARCIK,102,26,0.168
HİSARCIK,102,28,1.128
HİSARCIK,102,29,1.246
HİSARCIK,102,30,3.364
HİSARCIK,102,31,2.141
HİSARCIK,102,32,2.816
HİSARCIK,102,33,4.112
HİSARCIK,102,34,6.271
HİSARCIK,102,35,4.887
HİSARCIK,102,37,0.933
HİSARCIK,102,38,0.409
HİSARCIK,102,39,2.591
HİSARCIK,102,40,9.515
HİSARCIK,102,41,2.163
HİSARCIK,102,42,0.19
HİSARCIK,102,43,2.388
HİSARCIK,102,44,1.405
HİSARCIK,102,46,0.501
HİSARCIK,102,48,0.557
HİSARCIK,102,49,0.484
HİSARCIK,102,51,0.569
HİSARCIK,102,53,0.947
HİSARCIK,102,54,0.547
HİSARCIK,102,55,0.378
HİSARCIK,102,56,0.324
HİSARCIK,102,58,2.169
HİSARCIK,102,60,2.675
HİSARCIK,102,62,0.15
HİSARCIK,102,64,1.0
HİSARCIK,102,65,1.472
HİSARCIK,102,68,1.365
HİSARCIK,102,70,2.219
HİSARCIK,102,71,2.852
HİSARCIK,102,72,2.383
HİSARCIK,102,72,2.383
HİSARCIK,102,72,2.383
HİSARCIK,102,73,1.747
HİSARCIK,102,74,0.599
HİSARCIK,102,75,0.114
HİSARCIK,102,76,0.232
HİSARCIK,102,77,4.558
HİSARCIK,102,78,4.24
HİSARCIK,102,79,5.816
HİSARCIK,102,80,5.167
HİSARCIK,102,82,0.185
HİSARCIK,102,83,0.179
HİSARCIK,102,84,0.455
HİSARCIK,102,85,0.576
HİSARCIK,102,86,5.14
HİSARCIK,102,87,2.588
HİSARCIK,102,88,4.314
HİSARCIK,102,89,2.051
HİSARCIK,102,90,0.108
HİSARCIK,102,91,0.132
HİSARCIK,102,92,0.291
HİSARCIK,102,93,1.741
HİSARCIK,102,95,2.366
HİSARCIK,102,96,1.313
HİSARCIK,102,97,1.102
HİSARCIK,102,99,0.865
HİSARCIK,102,100,1.458
HİSARCIK,102,101,0.13
HİSARCIK,102,102,0.303
HİSARCIK,102,104,0.375
HİSARCIK,102,105,0.21
HİSARCIK,102,107,0.242
HİSARCIK,102,108,0.153
HİSARCIK,102,112,1.654
HİSARCIK,102,113,1.948
HİSARCIK,102,114,0.922
HİSARCIK,102,117,0.832
HİSARCIK,102,119,1.028
HİSARCIK,102,122,0.45
HİSARCIK,102,123,0.834
HİSARCIK,102,124,1.329
HİSARCIK,102,125,0.54
HİSARCIK,102,126,0.494
HİSARCIK,102,127,0.153
HİSARCIK,102,129,0.499
HİSARCIK,102,135,0.855
HİSARCIK,102,136,1.54
HİSARCIK,102,137,0.974
HİSARCIK,102,138,0.648
HİSARCIK,102,139,5.911
HİSARCIK,102,140,0.81
HİSARCIK,102,141,1.301
HİSARCIK,102,143,0.508
HİSARCIK,102,145,0.57
HİSARCIK,102,147,1.379
HİSARCIK,102,149,1.034
HİSARCIK,102,151,1.161
HİSARCIK,102,152,0.057
HİSARCIK,102,153,0.808
HİSARCIK,102,154,2.402
HİSARCIK,102,156,0.184
HİSARCIK,102,157,0.307
HİSARCIK,102,158,0.365
HİSARCIK,102,159,0.321
HİSARCIK,102,161,0.209
HİSARCIK,102,163,0.516
HİSARCIK,102,164,1.164
HİSARCIK,102,168,0.583
HİSARCIK,102,172,0.505
HİSARCIK,102,178,0.679
HİSARCIK,102,179,0.753
HİSARCIK,102,183,1.042
HİSARCIK,102,184,0.295
HİSARCIK,102,185,0.486
HİSARCIK,102,188,1.666
HİSARCIK,103,1,0.645
HİSARCIK,103,2,0.516
HİSARCIK,103,3,0.797
HİSARCIK,103,4,0.365
HİSARCIK,103,6,2.628
HİSARCIK,103,7,0.611
HİSARCIK,103,8,0.461
HİSARCIK,103,9,2.668
HİSARCIK,103,11,0.435
HİSARCIK,103,12,0.218
HİSARCIK,103,13,0.472
HİSARCIK,103,16,1.57
HİSARCIK,103,17,0.139
HİSARCIK,103,19,0.167
HİSARCIK,103,20,3.456
HİSARCIK,103,21,1.891
HİSARCIK,103,22,1.541
HİSARCIK,103,23,1.623
HİSARCIK,103,24,0.557
HİSARCIK,103,25,0.442
HİSARCIK,103,26,1.364
HİSARCIK,103,26,1.364
HİSARCIK,103,27,2.614
HİSARCIK,103,28,1.321
HİSARCIK,103,30,0.173
HİSARCIK,103,31,1.043
HİSARCIK,103,32,0.936
HİSARCIK,103,33,1.703
HİSARCIK,103,34,0.289
HİSARCIK,103,35,0.585
HİSARCIK,103,37,0.729
HİSARCIK,103,39,5.278
HİSARCIK,103,40,1.349
HİSARCIK,103,42,0.285
HİSARCIK,103,44,3.74
HİSARCIK,103,44,3.74
HİSARCIK,103,46,0.538
HİSARCIK,103,47,1.458
HİSARCIK,103,48,0.875
HİSARCIK,103,49,2.211
HİSARCIK,103,51,1.34
HİSARCIK,103,52,1.632
HİSARCIK,103,53,0.313
HİSARCIK,103,54,0.221
HİSARCIK,103,55,1.092
HİSARCIK,103,56,0.925
HİSARCIK,103,57,0.468
HİSARCIK,103,59,0.266
HİSARCIK,103,60,1.226
HİSARCIK,103,61,0.391
HİSARCIK,103,63,0.516
HİSARCIK,103,64,0.229
HİSARCIK,103,65,0.133
HİSARCIK,103,66,0.263
HİSARCIK,103,67,0.291
HİSARCIK,103,68,0.224
HİSARCIK,103,69,3.463
HİSARCIK,103,71,0.766
HİSARCIK,103,73,4.801
HİSARCIK,103,75,6.032
HİSARCIK,103,76,4.155
HİSARCIK,103,77,0.722
HİSARCIK,103,78,0.556
HİSARCIK,103,79,1.185
HİSARCIK,103,81,1.851
HİSARCIK,103,82,3.908
HİSARCIK,103,84,7.817
HİSARCIK,103,85,0.442
HİSARCIK,103,87,2.002
HİSARCIK,103,89,0.491
HİSARCIK,103,90,0.699
HİSARCIK,103,92,1.492
HİSARCIK,103,93,1.187
HİSARCIK,103,95,3.309
HİSARCIK,103,96,5.635
HİSARCIK,103,97,0.702
HİSARCIK,103,101,0.296
HİSARCIK,103,104,1.258
HİSARCIK,103,104,1.258
HİSARCIK,105,82,1.395
HİSARCIK,107,28,0.774
HİSARCIK,107,74,1.646
HİSARCIK,136,21,2.998
HİSARCIK,137,1,1.07
HİSARCIK,137,2,2.591
HİSARCIK,137,3,1.529
HİSARCIK,137,4,1.676
HİSARCIK,137,6,13.645
HİSARCIK,137,7,1.578
HİSARCIK,137,8,7.411
HİSARCIK,137,9,1.652
HİSARCIK,137,10,2.433
HİSARCIK,137,11,1.037
HİSARCIK,137,14,4.463
HİSARCIK,137,15,1.961
HİSARCIK,137,16,1.589
HİSARCIK,137,17,7.401
HİSARCIK,137,17,7.401
HİSARCIK,137,17,7.401
HİSARCIK,137,18,6.232
HİSARCIK,137,19,7.164
HİSARCIK,137,20,2.568
HİSARCIK,137,22,3.374
HİSARCIK,137,24,3.703
HİSARCIK,137,25,6.406
HİSARCIK,137,26,2.823
HİSARCIK,137,28,5.461
HİSARCIK,137,32,7.815
HİSARCIK,137,33,0.457
HİSARCIK,137,34,3.775
HİSARCIK,137,35,3.112
HİSARCIK,137,36,1.94
HİSARCIK,137,37,4.089
HİSARCIK,137,38,10.587
HİSARCIK,137,39,6.864
HİSARCIK,137,40,0.362
HİSARCIK,137,41,1.804
HİSARCIK,137,48,11.408
HİSARCIK,137,49,0.495
HİSARCIK,137,50,2.74
HİSARCIK,137,51,2.185
HİSARCIK,137,52,2.461
HİSARCIK,137,57,2.779
HİSARCIK,137,58,2.311
HİSARCIK,137,59,2.607
HİSARCIK,137,61,2.518
HİSARCIK,137,62,1.843
HİSARCIK,137,62,1.843
HİSARCIK,137,65,1.153
HİSARCIK,137,67,7.56
HİSARCIK,137,69,0.251
HİSARCIK,137,70,0.617
HİSARCIK,137,71,0.114
HİSARCIK,137,72,0.801
HİSARCIK,137,73,0.692
HİSARCIK,137,74,1.38
HİSARCIK,137,75,1.165
HİSARCIK,137,76,0.806
HİSARCIK,137,77,0.236
HİSARCIK,137,78,0.933
HİSARCIK,137,79,0.206
HİSARCIK,137,80,1.835
HİSARCIK,137,81,0.907
HİSARCIK,137,83,1.19
HİSARCIK,137,85,1.377
HİSARCIK,137,85,1.377
HİSARCIK,137,86,1.215
HİSARCIK,137,87,2.97
HİSARCIK,137,88,0.208
HİSARCIK,137,89,0.535
HİSARCIK,137,90,0.514
HİSARCIK,137,91,1.166
HİSARCIK,137,92,0.475
HİSARCIK,137,93,1.881
HİSARCIK,137,95,0.744
HİSARCIK,137,97,2.721
HİSARCIK,137,98,1.198
HİSARCIK,137,99,3.633
HİSARCIK,137,100,1.874
HİSARCIK,137,102,1.086
HİSARCIK,137,103,0.576
HİSARCIK,137,104,1.829
HİSARCIK,137,105,1.128
HİSARCIK,137,106,0.8
HİSARCIK,137,107,0.506
HİSARCIK,137,108,4.174
HİSARCIK,137,109,0.708
HİSARCIK,137,111,2.299
HİSARCIK,137,112,0.669
HİSARCIK,137,114,13.863
HİSARCIK,137,120,3.608
HİSARCIK,137,121,6.639
HİSARCIK,137,122,5.518
HİSARCIK,137,123,4.766
HİSARCIK,137,125,4.428
HİSARCIK,137,126,5.976
HİSARCIK,137,127,5.49
HİSARCIK,137,128,11.69
HİSARCIK,137,128,11.69
HİSARCIK,137,129,3.818
HİSARCIK,137,130,4.099
HİSARCIK,137,131,1.202
HİSARCIK,137,132,1.478
HİSARCIK,137,134,0.373
HİSARCIK,137,136,5.108
HİSARCIK,137,137,8.875
HİSARCIK,137,139,3.879
HİSARCIK,137,141,3.272
HİSARCIK,137,142,2.69
HİSARCIK,137,145,4.822
HİSARCIK,137,149,9.538
HİSARCIK,137,149,9.538
HİSARCIK,137,149,9.538
HİSARCIK,137,149,9.538
HİSARCIK,137,150,16.354
HİSARCIK,137,151,8.295
HİSARCIK,137,152,2.327
HİSARCIK,137,154,0.597
HİSARCIK,137,155,0.55
HİSARCIK,137,157,2.194
HİSARCIK,137,160,6.759
HİSARCIK,137,162,0.402
HİSARCIK,138,4,0.855
HİSARCIK,148,2,1.98
HİSARCIK,148,6,0.328
HİSARCIK,148,7,4.497
HİSARCIK,148,8,0.797
HİSARCIK,148,9,1.777
HİSARCIK,148,10,1.32
HİSARCIK,148,11,0.7
HİSARCIK,148,13,3.23
HİSARCIK,148,22,1.204
HİSARCIK,148,22,1.204
HİSARCIK,148,37,16.582
HİSARCIK,148,37,16.582
